1,49
2,31
3,38
4,47
5,48
6,41
7,38
8,39
9,41
10,42
11,41
12,41
13,41
14,40
15,42
16,41
17,41
18,40
19,41
20,40
21,40
22,41
23,40
24,39
25,39
26,39
27,39
28,39
29,40
30,40
31,40
32,41
33,41
34,41
35,42
36,44
37,44
38,45
39,45
40,45
41,45
42,45
43,46
44,45
45,45
46,44
47,44
48,43
49,43
50,41
51,40
52,40
53,39
54,38
55,38
56,38
57,39
58,25
59,40
60,48
61,38
62,38
63,38
64,38
65,38
66,39
67,38
68,39
69,39
70,39
71,41
72,40
73,40
74,40
75,40
76,40
77,40
78,40
79,41
80,41
81,40
82,41
83,41
84,40
85,41
86,41
87,41
88,41
89,40
90,41
91,41
92,40
93,41
94,40
95,40
96,41
97,40
98,41
99,41
100,41
101,41
102,40
103,41
104,40
105,40
106,41
107,41
108,40
109,41
110,40
111,40
112,41
113,41
114,41
115,40
116,41
117,40
118,40
119,40
120,40
121,41
122,40
123,41
124,41
125,41
126,40
127,41
128,41
129,41
130,40
131,40
132,41
133,41
134,41
135,41
136,41
137,41
138,41
139,41
140,41
141,41
142,41
143,41
144,41
145,41
146,41
147,41
148,40
149,41
150,41
151,41
152,41
153,41
154,27
155,46
156,38
157,47
158,48
159,37
160,31
161,53
162,32
163,52
164,41
165,41
166,40
167,41
168,41
169,42
170,41
171,41
172,41
173,41
174,41
175,41
176,41
177,41
178,41
179,41
180,41
181,42
182,41
183,42
184,41
185,41
186,41
187,42
188,41
189,41
190,41
191,41
192,41
193,42
194,41
195,41
196,41
197,42
198,42
199,41
200,40
201,41
202,41
203,35
204,32
205,56
206,40
207,41
208,41
209,41
210,40
211,42
212,40
213,41
214,41
215,40
216,41
217,41
218,40
219,41
220,41
221,41
222,40
223,41
224,41
225,42
226,41
227,41
228,41
229,41
230,41
231,41
232,41
233,41
234,41
235,41
236,40
237,40
238,41
239,41
240,41
241,41
242,41
243,41
244,41
245,40
246,41
247,41
248,40
249,41
250,41
251,41
252,41
253,41
254,40
255,40
256,41
257,41
258,41
259,41
260,41
261,41
262,41
263,41
264,41
265,41
266,41
267,41
268,41
269,41
270,41
271,41
272,40
273,41
274,40
275,41
